西暦,"Common Era, CE, Christian Era, anno domini, AD",西暦[せいれき],Noun,Western (Gregorian) calendar,,jlpt-n2
輸血,blood transfusion,輸血[ゆけつ],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
保健,"preservation of health, hygiene, sanitation",保健[ほけん],Noun,health education (school subject),,jlpt-n2
合同,"combination, union, joining, incorporation, amalgamation, merger, fusion",合同[ごうどう],"Noun, Suru verb, Transitive verb, Intransitive verb","combined, joint, united, shared; congruence",,jlpt-n2
踏切,"railway crossing, railroad crossing, train crossing, level crossing",踏切[ふみきり],Noun,"starting line, scratch; determination; stepping over the edge of the ring",,jlpt-n2
曖昧,"vague, ambiguous, unclear",曖昧[あいまい],"Na-adjective , Noun","shady, disreputable; fuzzy",,jlpt-n1 jlpt-n2
梯子,ladder,はしご,Noun,stairs; going to several places in succession (e.g. barhopping),,jlpt-n1 jlpt-n2usually_kana
肘,elbow,肘[ひじ],Noun,,,jlpt-n2
絨毯,"carpet, rug, runner",絨毯[じゅうたん],Noun,,,jlpt-n1 jlpt-n2
編み物,"knitting, knitted material, crochet",編[あ]み 物[もの],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
釘,"nail, spike, tack, rivet, brad, (pachinko) pin",釘[くぎ],Noun,,,jlpt-n2
茹でる,to boil (something in hot water),茹[ゆ]でる,"Ichidan verb, Transitive verb","to treat with medicinal steam (a swelling, etc.)",,jlpt-n1 jlpt-n2
包帯,"bandage, dressing",包帯[ほうたい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
気体,"gas, vapour, vapor, gaseous body",気体[きたい],Noun,,,jlpt-n2
飢饉,"famine, crop failure",飢饉[ききん],Noun,chronic shortage (e.g. of water),,jlpt-n2
胡椒,pepper,こしょう,Noun,,,jlpt-n2usually_kana
煉瓦,brick,れんが,Noun,,,jlpt-n2usually_kana
直角,"right angle, perpendicular",直角[ちょっかく],"Noun, Na-adjective , Noun which may take the genitive case particle 'no'",,,jlpt-n2
錆,rust,錆[さび],Noun,,,jlpt-n1 jlpt-n2
迷信,"superstition, superstitious belief",迷信[めいしん],Noun,,,jlpt-n2
失恋,"disappointed love, broken heart, unrequited love, being lovelorn",失恋[しつれん],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
待合室,waiting room,待合室[まちあいしつ],Noun,,,jlpt-n2
櫛,comb,櫛[くし],Noun,,,jlpt-n2
扇風機,electric fan,扇風機[せんぷうき],Noun,,,jlpt-n2
省略,"omission, leaving out",省略[しょうりゃく],"Noun, Suru verb, Transitive verb","abbreviation, abridgment, abridgement, shortening (e.g. of a name)",,jlpt-n2
蒸発,evaporation,蒸発[じょうはつ],"Noun, Suru verb, Intransitive verb","disappearance (of a person), vanishing without a trace",,jlpt-n2
回り道,"detour, circuitous route, diversion",回[まわ]り 道[みち],"Noun, Suru verb",,,jlpt-n2
名詞,noun,名詞[めいし],Noun,,,jlpt-n2
形容詞,"adjective, i-adjective (in Japanese)",形容詞[けいようし],Noun,,,jlpt-n2
正方形,square,正方形[せいほうけい],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
裁縫,"sewing, needlework",裁縫[さいほう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
蕎麦,buckwheat (Fagopyrum esculentum),そば,Noun,"soba, Japanese buckwheat noodles; Chinese-style wheat noodles",,jlpt-n2usually_kana
人差し指,"index finger, forefinger",人差[ひとさ]し 指[ゆび],Noun,second toe,,jlpt-n2
副詞,adverb,副詞[ふくし],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
定規,(measuring) ruler,定規[じょうぎ],Noun,,,jlpt-n2
消防署,fire station,消防署[しょうぼうしょ],Noun,,,jlpt-n2
蛍光灯,"fluorescent lamp, fluorescent light",蛍光灯[けいこうとう],Noun,"person who is slow to react, someone slow on the uptake",,jlpt-n2
敬語,"honorific, term of respect, polite expression, honorific language",敬語[けいご],Noun,,,jlpt-n2
経度,longitude,経度[けいど],Noun,,,jlpt-n2
座布団,"zabuton, flat floor cushion used when sitting or kneeling; usu. rectangular",座布団[ざぶとん],Noun,,,jlpt-n2
長方形,"rectangle, oblong",長方形[ちょうほうけい],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
矢印,arrow (symbol),矢印[やじるし],Noun,"(romantic) interest (for a certain person), direction (of one's attention, etc.)",,jlpt-n2
時間割,"timetable (esp. a weekly school timetable), schedule",時間割[じかんわり],Noun,,,jlpt-n2
括弧,"brackets, parentheses",かっこ,"Noun, Suru verb, Transitive verb",,,jlpt-n2usually_kana
海水浴,"swimming in the ocean, sea bathing, seawater bath, going for a dip in the ocean",海水浴[かいすいよく],Noun,,,jlpt-n2
体積,"capacity, volume",体積[たいせき],Noun,,,jlpt-n2
箒,broom,ほうき,Noun,,,jlpt-n2usually_kana
人文科学,"humanities, social sciences, liberal arts",人文科学[じんぶんかがく],Noun,,,jlpt-n2
障子,shoji (paper sliding door),障子[しょうじ],Noun,,,jlpt-n2
温帯,temperate zone,温帯[おんたい],Noun,,,jlpt-n2
風呂敷,"wrapping cloth, cloth wrapper",風呂敷[ふろしき],Noun,,,jlpt-n2
下駄,"geta, traditional Japanese wooden sandal",下駄[げた],Noun,"turn (in set-type proofing), upside-down character; net, geta",,jlpt-n2
薬指,"ring finger, third finger, fourth finger (in piano-playing)",薬指[くすりゆび],Noun,fourth toe,,jlpt-n2
複写,"copying, duplication, reproduction, copy",複写[ふくしゃ],"Noun, Suru verb, Transitive verb",,,jlpt-n2
手洗い,"washing one's hands, water (or basin, etc.) for washing one's hands",手洗[てあら]い,Noun,"restroom, lavatory, toilet; hand-washing (laundry, etc.)",,jlpt-n2
噴水,water fountain,噴水[ふんすい],Noun,,,jlpt-n2
便所,"toilet, lavatory, water closet, restroom, bathroom",便所[べんじょ],Noun,,,jlpt-n2
水筒,"canteen, flask, water bottle, thermos",水筒[すいとう],Noun,,,jlpt-n2
肌着,"underwear, underclothes, lingerie, chemise, singlet",肌着[はだぎ],Noun,,,jlpt-n2
中指,"middle finger, long finger, second finger, tall finger",中指[なかゆび],Noun,"middle toe, third toe",,jlpt-n1 jlpt-n2
方程式,"equation, formula",方程式[ほうていしき],Noun,"method for solving a problem, set way of achieving a particular result",,jlpt-n2
螺子,screw,ねじ,Noun,"key (of a clock, watch, etc.), spring",,jlpt-n1 jlpt-n2usually_kana
探す,"to search for, to look for, to hunt for, to seek",探[さが]す,"Godan verb with 'su' ending, Transitive verb","to search (a house, pocket, etc.), to search through, to rummage in (e.g. a drawer), to fish around",,jlpt-n2 jlpt-n4
喜ぶ,"to be delighted, to be glad, to be pleased",喜[よろこ]ぶ,Godan verb with 'bu' ending,to congratulate; to gratefully accept,,jlpt-n2 jlpt-n4
赤ん坊,"baby, infant",赤[あか]ん 坊[ぼう],Noun,,,jlpt-n2 jlpt-n4
向かう,to face,向[む]かう,"Godan verb with 'u' ending, Intransitive verb","to go towards, to head towards",,jlpt-n2 jlpt-n4
見つかる,"to be found, to be discovered",見[み]つかる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2 jlpt-n4
増える,"to increase, to multiply",増[ふ]える,"Ichidan verb, Intransitive verb",,,jlpt-n2 jlpt-n4
柔らかい,"soft, tender, supple, flexible, limber, limp",柔[やわ]らかい,I-adjective ,"gentle, mild, soft, mellow; light (topic, book, etc.), informal; flexible (thinking, mind, etc.), malleable, adaptable",,jlpt-n2 jlpt-n4
又は,"or, either ... or ...",または,Conjunction,,,jlpt-n2 jlpt-n4usually_kana
引き出す,"to pull out, to take out, to draw out",引[ひ]き 出[だ]す,"Godan verb with 'su' ending, Transitive verb","to lead out (e.g. a horse from a stable), to summon (e.g. to court), to bring (e.g. someone to the negotiating table), to drag; to withdraw (money), to draw; to bring out (talent, potential, beauty, flavour, etc.), to extract (information, the truth, etc.), to get (e.g. an answer out of someone), to obtain (e.g. a result), to elicit, to draw (a conclusion), to derive (e.g. pleasure); to get (money) out of someone, to coax out of someone, to get someone to pay, to make someone produce (funds)",,jlpt-n2 jlpt-n4
退院,"leaving hospital, discharge from hospital",退院[たいいん],"Noun, Suru verb, Intransitive verb",,,jlpt-n2 jlpt-n4
漬ける,"to soak (in), to steep, to dip, to dunk",漬[つ]ける,"Ichidan verb, Transitive verb","to pickle, to preserve (in salt, vinegar, etc.)",,jlpt-n2 jlpt-n4
見付ける,"to discover, to find (e.g. an error in a book), to come across, to detect, to spot",見付[みつ]ける,"Ichidan verb, Transitive verb","to locate, to find (e.g. something missing), to find fault; to be used to seeing, to be familiar with",,jlpt-n2 jlpt-n4
慣れる,"to get used to, to grow accustomed to, to become familiar with",慣[な]れる,"Ichidan verb, Intransitive verb","to become skilled in, to become experienced at; to become tame, to become domesticated; to get used to doing",,jlpt-n2 jlpt-n4
治す,"to repair, to mend, to fix, to correct (a mistake, bad habit, etc.), to put right, to restore, to straighten (e.g. a tie), to tidy up (one's hair, make-up, etc.), to revive (one's spirits)",治[なお]す,"Godan verb with 'su' ending, Transitive verb","to change, to alter, to convert, to translate; to put back, to put away; to cure, to heal; to move up, to promote; to do over again, to redo",,jlpt-n2 jlpt-n4
捨てる,"to throw away, to cast away, to dump, to discard",捨[す]てる,"Ichidan verb, Transitive verb","to abandon, to desert, to leave; to give up, to resign",,jlpt-n2 jlpt-n4
硬い,"hard, solid, tough",硬[かた]い,I-adjective ,"stiff, tight, wooden, unpolished (e.g. writing); strong, firm (not viscous or easily moved); safe, steady, honest, steadfast; obstinate, stubborn; bookish, formal, stuffy",,jlpt-n2 jlpt-n3 jlpt-n4
掏摸,pickpocket,すり,Noun,,,jlpt-n2 jlpt-n4usually_kana
滑る,"to glide, to slide (e.g. on skis), to slip",滑[すべ]る,"Godan verb with 'ru' ending, Intransitive verb","to fail (an examination), to bomb (when telling a joke); to drop, to go down, to come down, to fall (e.g. in status)",,jlpt-n2 jlpt-n4
床屋,"barbershop, barber shop, barber",床屋[とこや],Noun,,,jlpt-n2 jlpt-n4
拝見,"seeing, looking at",拝見[はいけん],"Noun, Suru verb, Transitive verb",,"Humble (kenjougo) language, Polite (teineigo) language",jlpt-n2 jlpt-n4
再来週,week after next,再来週[さらいしゅう],"Noun, Adverb ",,,jlpt-n2 jlpt-n4
再来月,month after next,再来月[さらいげつ],"Noun, Adverb ",,,jlpt-n2 jlpt-n4
主語,subject,主語[しゅご],Noun,,,jlpt-n2
零点,"zero (points, marks), no marks",零点[れいてん],Noun,"zero (of a function), root; zero degrees (Celsius), freezing point",,jlpt-n2
只,"ordinary, common, usual",ただ,"Noun which may take the genitive case particle 'no', Noun","free of charge; unaffected, as is, safe; only, merely, just, simply; but, however, nevertheless",,jlpt-n2 jlpt-n3usually_kana
喜び,"joy, delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations",喜[よろこ]び,Noun,,,jlpt-n2 jlpt-n3
越える,"to cross over, to cross, to pass through, to pass over (out of), to go beyond, to go past",越[こ]える,"Ichidan verb, Transitive verb","to exceed, to surpass, to be more (than)",,jlpt-n2 jlpt-n3
備える,"to furnish with, to equip with, to provide, to install",備[そな]える,"Ichidan verb, Transitive verb","to prepare for, to make preparations for, to make provision for; to possess (all that is needed), to be endowed with, to be equipped with; to be born with, to have since birth",,jlpt-n2 jlpt-n3
乗せる,to place on (something),乗[の]せる,"Ichidan verb, Transitive verb","to give (someone) a ride, to give a lift, to pick up, to help on board; to load (luggage), to carry, to take on board; to send out (on the airwaves, etc.); to deceive, to take for a ride; to (sing) along with (musical accompaniment); to let (someone) take part; to excite (someone); to publish (an article), to run (an ad)",,jlpt-n2 jlpt-n3
減る,"to decrease (in size or number), to diminish, to abate",減[へ]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2 jlpt-n3
計る,"to measure, to weigh, to survey, to time (sound, gauge, estimate)",計[はか]る,"Godan verb with 'ru' ending, Transitive verb","to conjecture, to infer, to surmise",,jlpt-n2 jlpt-n3
換える,to replace,換[か]える,"Ichidan verb, Transitive verb","to exchange, to interchange; to substitute",,jlpt-n2 jlpt-n3
収める,"to put (into), to put away (in), to put back (in), to keep (in), to store (in), to restore (to its place)",収[おさ]める,"Ichidan verb, Transitive verb","to include (in an anthology, catalogue, etc.), to contain, to publish (in), to capture (on film); to achieve (results, success, etc.), to obtain, to get, to gain, to win, to make (a profit); to pay (fees, taxes, etc.), to deliver, to supply; to accept (a gift or money); to keep (within a limit); to offer (to a shrine, deity, etc.), to dedicate; to subdue, to suppress, to settle; to finish, to conclude, to wind up, to bring to a close",,jlpt-n2 jlpt-n3
空き,"space, room, gap, emptiness",空[あ]き,Noun,"vacancy, opening, empty seat; free time, time to spare; disuse, unused thing",,jlpt-n2 jlpt-n3
長所,"strong point, merit, virtue, advantage",長所[ちょうしょ],Noun,,,jlpt-n2
休息,"rest, relief, relaxation",休息[きゅうそく],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n2
湿気,"moisture, humidity, dampness",湿気[しっけ],Noun,,,jlpt-n2
勝負,victory or defeat,勝負[しょうぶ],Noun,"match, contest, game, bout",,jlpt-n2
役人,government official,役人[やくにん],Noun,,,jlpt-n2
相互,"mutual, reciprocal",相互[そうご],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
引っ越し,"moving (dwelling, office, etc.), changing residence",引[ひ]っ 越[こ]し,"Noun, Suru verb, Intransitive verb",,,jlpt-n2
海洋,"ocean, sea",海洋[かいよう],Noun,,,jlpt-n2
上り,"ascent, climbing, ascending (path), climb",上[のぼ]り,Noun,"up-train, train heading toward the starting point of its route; upbound (esp. toward Tokyo); upstream, uphill",,jlpt-n2
関西,"Kansai, region consisting of Osaka, Kobe, Kyoto and surrounding prefectures",関西[かんさい],Noun,"Kansai, south-western half of Japan (during the feudal era)",,jlpt-n2
正門,"main gate, main entrance",正門[せいもん],Noun,,,jlpt-n2
南米,South America,南米[なんべい],Noun,,,jlpt-n2
連合,"union, combination, alliance, confederation, coalition",連合[れんごう],"Noun, Suru verb, Transitive verb, Intransitive verb",association; RENGO (Japanese Trade Union Confederation),,jlpt-n2
下町,"low-lying part of a city (usu. containing shops, factories, etc.)",下町[したまち],Noun,"Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, incl. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds)",,jlpt-n2
大小,size,大小[だいしょう],Noun,"large and small (sizes), various sizes; daishō (matched pair of long and short swords); large and small drums; long months and short months; sic bo (Macao dice game), tai sai, dai siu, big and small",,jlpt-n2
一応,"more or less, though not quite satisfactorily, after a fashion, pretty much, roughly, so far as it goes, technically",一応[いちおう],"Noun, Noun which may take the genitive case particle 'no', Adverb ","tentatively, for the time being; just in case; once",,jlpt-n2
